"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"342","PA5020012","DUQUESNE WATER DEPT","Y","PA","3","","","A","","CWS",NA,"SW","L","5565","State","SWP","Y","N","N","1938","Y","DUQUESNE WATER DEPT","DUQUESNE","15110","PA","","","","","Not Reported","Allegheny","PA"
"343","PA5020013","EAST DEER TWP WATER DEPT","Y","PA","3","","","A","","CWS",NA,"SW","L","2000","State","SWP","Y","N","N","668","Y","EAST DEER TWP WATER DEPT","CREIGHTON","15030","PA","","","","","Not Reported","Allegheny","PA"
"349","PA4140079","UNIONVILLE MUNICIPAL WATERWKS","Y","PA","3","","","A","","CWS",NA,"GW","L","290","State","GW","Y","N","N","145","Y","UNIONVILLE MUNICIPAL WATERWKS","FLEMING","16835","PA","","","","","Not Reported","Centre","PA"
"350","PA4140080","BOROUGH OF HOWARD","Y","PA","3","","","A","","CWS",NA,"GW","L","1001","State","GW","Y","N","N","409","Y","BOROUGH OF HOWARD","HOWARD","16841","PA","","","","","Not Reported","Centre","PA"
"351","PA4140081","PAW NITTANY","Y","PA","3","","","A","","CWS",NA,"GW","P","1600","State","GW","Y","N","N","543","Y","PAW NITTANY","INDIANA","15701","PA","","","","","Not Reported","Centre","PA"
"352","PA4140082","COLLEGE TWP. WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","6000","State","GW","Y","N","N","2732","Y","COLLEGE TWP. WATER AUTHORITY","STATE COLLEGE","16801","PA","","","","","Not Reported","Centre","PA"
"353","PA4140083","MILESBURG BOROUGH WATER AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","2750","State","GW","Y","N","N","868","Y","MILESBURG BOROUGH WATER AUTH","MILESBURG","16853","PA","","","","","Not Reported","Centre","PA"
"354","PA4140084","MILLHEIM BOROUGH WATER COMPANY","Y","PA","3","","","A","","CWS",NA,"SW","L","902","State","SW","Y","N","N","389","Y","MILLHEIM BOROUGH WATER COMPANY","MILLHEIM","16854","PA","","","","","Not Reported","Centre","PA"
"355","PA4140085","ROCK SPRING WATER CO","Y","PA","3","","","A","","CWS",NA,"GW","P","1000","State","GW","Y","N","N","451","Y","ROCK SPRING WATER CO","PENNSYLVANIA FURNACE","16865","PA","","","","","Not Reported","Centre","PA"
"356","PA4140087","PAW PHILIPSBURG","Y","PA","3","","","A","","CWS",NA,"SW","P","20095","State","SW","Y","N","N","7600","Y","PAW PHILIPSBURG","INDIANA","15701","PA","","","","","Not Reported","Centre","PA"
"357","PA4140088","PORT MATILDA WATERWORKS","Y","PA","3","","","A","","CWS",NA,"GW","L","615","State","GW","Y","N","N","251","Y","PORT MATILDA WATERWORKS","PORT MATILDA","16870","PA","","","","","Not Reported","Centre","PA"
"358","PA4140089","MILES TWP WATER AUTH EAST","Y","PA","3","","","A","","CWS",NA,"SW","L","425","State","SW","Y","N","N","216","Y","MILES TWP WATER AUTH EAST","REBERSBURG","16872","PA","","","","","Not Reported","Centre","PA"
"359","PA4140090","MOUNTAINTOP REGIONAL WA","Y","PA","3","","","A","","CWS",NA,"GW","L","2950","State","GW","Y","N","N","1300","Y","MOUNTAINTOP REGIONAL WA","SNOW SHOE","16874","PA","","","","","Not Reported","Centre","PA"
"365","PA1150051","INDIAN RUN VILLAGE MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","550","State","GW","Y","N","N","243","Y","INDIAN RUN VILLAGE MHP","HONEYBROOK","19344","PA","","","","","Not Reported","Chester","PA"
"388","PA4140098","ROCKVIEW","Y","PA","3","","","A","","CWS",NA,"SW","S","5200","State","SW","Y","N","N","27","Y","ROCKVIEW","BELLEFONTE","16823","PA","","","","","Not Reported","Centre","PA"
"389","PA4140101","PAW BOGGS","Y","PA","3","","","A","","CWS",NA,"SW","P","80","State","GU","Y","N","N","21","Y","PAW BOGGS","INDIANA","15701","PA","","","","","Not Reported","Centre","PA"
"390","PA4140104","ORVISTON WATER ASSOC INC","Y","PA","3","","","A","","CWS",NA,"GW","P","60","State","GW","Y","N","N","56","Y","ORVISTON WATER ASSOC INC","ORVISTON","16864","PA","","","","","Not Reported","Centre","PA"
"397","PA7280015","STATE LINE MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","65","State","GW","Y","N","N","38","Y","STATE LINE MHP","GREENCASTLE","17225","PA","","","","","Not Reported","Franklin","PA"
"403","PA4190008","SUEZ WATER PA INC BLOOMSBURG","Y","PA","3","","","A","","CWS",NA,"SW","P","24900","State","SW","Y","N","N","5135","Y","SUEZ WATER PA INC BLOOMSBURG","BLOOMSBURG","17815","PA","","","","","Not Reported","Columbia","PA"
"404","PA4190011","CATAWISSA MUNICIPAL WATER AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","1644","State","GW","Y","N","N","625","Y","CATAWISSA MUNICIPAL WATER AUTH","CATAWISSA","17820","PA","","","","","Not Reported","Columbia","PA"
"416","PA6160872","CLARION VISTA LOFTS","Y","PA","3","","","A","","CWS",NA,"GW","P","40","State","GW","Y","N","N","24","Y","CLARION VISTA LOFTS","BUTLER","16001","PA","","","","","Not Reported","Clarion","PA"
"424","PA7360184","VILLAS AT GEORGETOWN","Y","PA","3","","","A","","CWS",NA,"GW","P","30","State","GW","Y","N","N","35","Y","VILLAS AT GEORGETOWN","CHRISTIANA","17509","PA","","","","","Not Reported","Lancaster","PA"
"452","PA6200078","ELDERBERRY MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","50","State","GW","Y","N","N","21","Y","ELDERBERRY MHP","CONNEAUT LAKE","16316","PA","","","","","Not Reported","Crawford","PA"
"459","PA3060137","AQUA PA SUPERIOR MEADOWBROOK","Y","PA","3","","","A","","CWS",NA,"GW","M","250","State","GW","Y","N","N","90","Y","AQUA PA SUPERIOR MEADOWBROOK","BRYN MAWR","19010","PA","","","","","Not Reported","Berks","PA"
"480","PA2450677","MT AIRY CASINO & RESORT","Y","PA","3","","","A","","CWS",NA,"GW","P","7000","State","GW","Y","N","N","3","Y","MT AIRY CASINO & RESORT","MT. POCONO","18344","PA","","","","","Not Reported","Monroe","PA"
"497","PA4560016","REST ASSURED ASSISTED LIVING","Y","PA","3","","","A","","CWS",NA,"GW","P","70","State","GW","Y","N","N","1","Y","REST ASSURED ASSISTED LIVING","MEYERSDALE","15552","PA","","","","","Not Reported","Somerset","PA"
"498","PA2080017","ECHO BEACH MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","43","State","GW","Y","N","N","18","Y","ECHO BEACH MHP","TOWANDA","18848","PA","","","","","Not Reported","Bradford","PA"
"502","PA7360071","LANDIS HOMES","Y","PA","3","","","A","","CWS",NA,"SW","P","850","State","SWP","Y","N","N","25","Y","LANDIS HOMES","LITITZ","17543","PA","","","","","Not Reported","Lancaster","PA"
"516","PA5320029","GREEN TOWNSHIP MA COOKPORT","Y","PA","3","","","A","","CWS",NA,"GW","L","285","State","GW","Y","N","N","150","Y","GREEN TOWNSHIP MA COOKPORT","COMMODORE","15729","PA","","","","","Not Reported","Indiana","PA"
"519","PA1090055","FAMILY AND FRIENDS","Y","PA","3","","","A","","CWS",NA,"GW","P","40","State","GW","Y","N","N","1","Y","FAMILY AND FRIENDS","POINT PLEASANT","18950","PA","","","","","Not Reported","Bucks","PA"
"520","PA2640031","AQUA PA WAYNE COUNTY PRISON","Y","PA","3","","","A","","CWS",NA,"GW","P","160","State","GW","Y","N","N","1","Y","AQUA PA WAYNE COUNTY PRISON","HONESDALE","18431","PA","","","","","Not Reported","Wayne","PA"
"539","PA1090030","SOLEBURY SCHOOL","Y","PA","3","","","A","","CWS",NA,"GW","P","300","State","GW","Y","N","Y","20","Y","SOLEBURY SCHOOL","NEW HOPE","18938","PA","","","","","Not Reported","Bucks","PA"
"549","PA4050038","SNAKE SPRING TOWNSHIP MA","Y","PA","3","","","A","","CWS",NA,"GW","L","750","State","GW","Y","N","N","100","Y","SNAKE SPRING TOWNSHIP MA","EVERETT","15537","PA","","","","","Not Reported","Bedford","PA"
"561","PA6330020","SOLDIER WATER SYSTEM","Y","PA","3","","","A","","CWS",NA,"SW","L","250","State","SWP","Y","N","N","89","Y","SOLDIER WATER SYSTEM","REYNOLDSVILLE","15851","PA","","","","","Not Reported","Jefferson","PA"
"567","PA1150223","CAMP HILL SOLTANE","Y","PA","3","","","A","","CWS",NA,"GW","M","152","State","GW","Y","N","N","20","Y","CAMP HILL SOLTANE","GLENMOORE","19343","PA","","","","","Not Reported","Chester","PA"
"569","PA2660050","SCHOOLHOUSE HILL APTS","Y","PA","3","","","A","","CWS",NA,"GW","M","38","State","GW","Y","N","N","20","Y","SCHOOLHOUSE HILL APTS","MONTROSE","18801","PA","","","","","Not Reported","Wyoming","PA"
"571","PA1150226","CAMPHILL SPEC SCH BEAVER FARM","Y","PA","3","","","A","","CWS",NA,"GW","M","45","State","GW","Y","N","Y","4","Y","CAMPHILL SPEC SCH BEAVER FARM","GLENMOORE","19343","PA","","","","","Not Reported","Chester","PA"
"612","NY5330144","HOWLANDS MOBILE HOME PARK","Y","NY","2","","","A","","CWS",NA,"GW","P","35","State","GW","Y","N","N","20","Y","ESCHENBURG, SOLOMON","ATHENS","18810","PA","Y","23-JUN-09","","","Not Reported","Tioga","NY"
"614","PA4310011","DUDLEY CARBON COALMONT JM AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","403","State","GW","Y","N","N","136","Y","DUDLEY CARBON COALMONT JM AUTH","DUDLEY","16634","PA","","","","","Not Reported","Huntingdon","PA"
"615","PA4310012","HUNTINGDON BORO WATER DEPT","Y","PA","3","","","A","","CWS",NA,"SW","L","13776","State","SW","Y","N","N","2730","Y","HUNTINGDON BORO WATER DEPT","HUNTINGDON","16652","PA","","","","","Not Reported","Huntingdon","PA"
"616","PA4310014","YOUTH FORESTRY CAMP NO 3","Y","PA","3","","","A","","CWS",NA,"GW","S","43","State","GW","Y","N","N","6","Y","YOUTH FORESTRY CAMP NO 3","JAMES CREEK","16657","PA","","","","","Not Reported","Huntingdon","PA"
"622","PA3480035","RIVERSEDGE","Y","PA","3","","","A","","CWS",NA,"GW","P","75","State","GW","Y","N","N","32","Y","RIVERSEDGE","BANGOR","18013","PA","","","","","Not Reported","Northampton","PA"
"674","PA4180035","BEECH CREEK BOROUGH AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","1800","State","GW","Y","N","N","680","Y","BEECH CREEK BOROUGH AUTHORITY","BEECH CREEK","16822","PA","","","","","Not Reported","Clinton","PA"
"675","PA4180048","CITY OF LOCK HAVEN WATER DEPT","Y","PA","3","","","A","","CWS",NA,"SW","L","9890","State","SW","Y","N","N","3200","Y","CITY OF LOCK HAVEN WATER DEPT","LOCK HAVEN","17745","PA","","","","","Not Reported","Clinton","PA"
"676","PA4180049","SUBURBAN LOCK HAVEN WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","9700","State","SWP","Y","N","N","3172","Y","SUBURBAN LOCK HAVEN WATER AUTH","MILL HALL","17751","PA","","","","","Not Reported","Clinton","PA"
"677","PA4180050","EASTVILLE WATER ASSOCIATION","Y","PA","3","","","A","","CWS",NA,"GW","P","75","State","GW","Y","N","N","23","Y","EASTVILLE WATER ASSOCIATION","LOGANTON","17747","PA","","","","","Not Reported","Clinton","PA"
"678","PA4180051","GREENBURR WATER ASSOCIATION","Y","PA","3","","","A","","CWS",NA,"GW","P","115","State","GW","Y","N","N","42","Y","GREENBURR WATER ASSOCIATION","LOGANTON","17747","PA","","","","","Not Reported","Clinton","PA"
"679","PA4180052","LOGANTON BORO WATER SYSTEM","Y","PA","3","","","A","","CWS",NA,"GW","L","402","State","GW","Y","N","N","192","Y","LOGANTON BORO WATER SYSTEM","LOGANTON","17747","PA","","","","","Not Reported","Clinton","PA"
"696","PA4190016","AQUA PA MIFFLIN TOWNSHIP","Y","PA","3","","","A","","CWS",NA,"GW","P","1220","State","GW","Y","N","N","480","Y","AQUA PA MIFFLIN TOWNSHIP","SHAMOKIN","17872","PA","","","","","Not Reported","Columbia","PA"
"697","PA4190017","MILLVILLE MUNICIPAL AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","969","State","GU","Y","N","N","287","Y","MILLVILLE MUNICIPAL AUTHORITY","MILLVILLE","17846","PA","","","","","Not Reported","Columbia","PA"
"709","PA4310015","MAPLETON MUNI WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","570","State","SW","Y","N","N","222","Y","MAPLETON MUNI WATER AUTH","MAPLETON","17052","PA","","","","","Not Reported","Huntingdon","PA"
"710","PA4310016","MT UNION MUNICIPAL AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","5801","State","SW","Y","N","N","1731","Y","MT UNION MUNICIPAL AUTH","MOUNT UNION","17066","PA","","","","","Not Reported","Huntingdon","PA"
"711","PA4310017","NEELYTON WATER COOP","Y","PA","3","","","A","","CWS",NA,"GW","P","57","State","GW","Y","N","N","32","Y","NEELYTON WATER COOP","NEELYTON","17239","PA","","","","","Not Reported","Huntingdon","PA"
"712","PA4310019","PETERSBURG BOR WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","650","State","SW","Y","N","N","295","Y","PETERSBURG BOR WATER AUTH","PETERSBURG","16669","PA","","","","","Not Reported","Huntingdon","PA"
"713","PA4310021","ALEXANDRIA BORO WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","815","State","SW","Y","N","N","336","Y","ALEXANDRIA BORO WATER AUTH","ALEXANDRIA","16611","PA","","","","","Not Reported","Huntingdon","PA"
"714","PA4310022","GRIER SCHOOL","Y","PA","3","","","A","","CWS",NA,"GW","P","450","State","GW","Y","N","N","42","Y","GRIER SCHOOL","TYRONE","16686","PA","","","","","Not Reported","Huntingdon","PA"
"715","PA4310023","BROADTOP CITY WATER AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","350","State","GW","Y","N","N","1","Y","BROADTOP CITY WATER AUTH","BROAD TOP","16621","PA","","","","","Not Reported","Huntingdon","PA"
"716","PA4310025","ORBISONIA ROCKHILL JT MUN AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","1200","State","GW","Y","N","N","389","Y","ORBISONIA ROCKHILL JT MUN AUTH","ORBISONIA","17243","PA","","","","","Not Reported","Huntingdon","PA"
"717","PA4310026","SALTILLO MUNI WATER WORKS","Y","PA","3","","","A","","CWS",NA,"GW","L","350","State","GW","Y","N","N","160","Y","SALTILLO MUNI WATER WORKS","SALTILLO","17253","PA","","","","","Not Reported","Huntingdon","PA"
"718","PA4310027","SHIRLEYSBURG MUNI AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","225","State","GW","Y","N","N","67","Y","SHIRLEYSBURG MUNI AUTH","SHIRLEYSBURG","17260","PA","","","","","Not Reported","Huntingdon","PA"
"719","PA4310028","ST CORRECT INST HUNTINGDON","Y","PA","3","","","A","","CWS",NA,"SW","S","2200","State","SWP","Y","N","N","1","Y","ST CORRECT INST HUNTINGDON","HUNTINGDON","16654","PA","","","","","Not Reported","Huntingdon","PA"
"720","PA4310030","THREE SPRINGS BORO WATER CO","Y","PA","3","","","A","","CWS",NA,"GW","L","442","State","GW","Y","N","N","219","Y","THREE SPRINGS BORO WATER CO","THREE SPRINGS","17264","PA","","","","","Not Reported","Huntingdon","PA"
"721","PA4310031","WARRIORS MARK GEN AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","750","State","GW","Y","N","N","215","Y","WARRIORS MARK GEN AUTH","WARRIORS MARK","16877","PA","","","","","Not Reported","Huntingdon","PA"
"733","PA4180055","PORTER TOWNSHIP MUNICIPAL AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","425","State","SW","Y","N","N","133","Y","PORTER TOWNSHIP MUNICIPAL AUTH","MILL HALL","17751","PA","","","","","Not Reported","Clinton","PA"
"746","PA3480052","HELLERTOWN BOROUGH AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","5800","State","GW","Y","N","N","2411","Y","HELLERTOWN BOROUGH AUTHORITY","HELLERTOWN","18055","PA","","","","","Not Reported","Northampton","PA"
"747","PA3480053","PAW BERRY HOLLOW","Y","PA","3","","","A","","CWS",NA,"GW","P","70","State","GW","Y","N","N","28","Y","PAW BERRY HOLLOW","NORRISTOWN","19401","PA","","","","","Not Reported","Northampton","PA"
"748","PA3480055","PAW BLUE MOUNTAIN DIVISION","Y","PA","3","","","A","","CWS",NA,"SW","P","23763","State","SW","Y","N","N","9282","Y","PAW BLUE MOUNTAIN DIVISION","NORRISTOWN","19401","PA","","","","","Not Reported","Northampton","PA"
"749","PA3480056","BETH COUNTRY SQUIRE ESTATES","Y","PA","3","","","A","","CWS",NA,"GW","L","87","State","GW","Y","N","N","32","Y","BETH COUNTRY SQUIRE ESTATES","BETHLEHEM","18018","PA","","","","","Not Reported","Northampton","PA"
"750","PA3480057","NORTHAMPTON BORO MUNI AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","40000","State","SW","Y","N","N","14048","Y","NORTHAMPTON BORO MUNI AUTH","NORTHAMPTON","18067","PA","","","","","Not Reported","Northampton","PA"
"751","PA3480058","WHISPERING HOLLOW NORTH MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","240","State","GW","Y","N","N","79","Y","WHISPERING HOLLOW NORTH MHP","NORTHAMPTON","18067","PA","","","","","Not Reported","Northampton","PA"
"752","PA3480059","PORTLAND BORO AUTHORITY","Y","PA","3","","","A","","CWS",NA,"GW","L","1100","State","GW","Y","N","N","410","Y","PORTLAND BORO AUTHORITY","PORTLAND","18351","PA","","","","","Not Reported","Northampton","PA"
"782","PA3480063","WALNUTPORT MOBILE COURT","Y","PA","3","","","A","","CWS",NA,"GW","P","150","State","GW","Y","N","N","99","Y","WALNUTPORT MOBILE COURT","WALNUTPORT","18088","PA","","","","","Not Reported","Northampton","PA"
"783","PA5020018","RICHLAND TWP WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","10190","State","SWP","Y","N","N","3780","Y","RICHLAND TWP WATER AUTHORITY","GIBSONIA","15044","PA","","","","","Not Reported","Allegheny","PA"
"784","PA5020019","HAMPTON SHALER WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","62497","State","SWP","Y","N","N","24021","Y","HAMPTON SHALER WATER AUTHORITY","ALLISON PARK","15101","PA","","","","","Not Reported","Allegheny","PA"
"785","PA5020021","SPRINGDALE TWP WATER DEPT","Y","PA","3","","","A","","CWS",NA,"GW","L","1600","State","GWP","Y","N","N","810","Y","SPRINGDALE TWP WATER DEPT","HARWICK","15049","PA","","","","","Not Reported","Allegheny","PA"
"786","PA5020025","WEST CNTY MUNI AUTH-MCKEESPORT","Y","PA","3","","","A","","CWS",NA,"SW","L","32645","State","SW","Y","N","N","12184","Y","WEST CNTY MUNI AUTH-MCKEESPORT","GREENSBURG","15601","PA","","","","","Not Reported","Allegheny","PA"
"787","PA5020027","MONROEVILLE MUNICIPAL AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","48500","State","SWP","Y","N","N","10582","Y","MONROEVILLE MUNICIPAL AUTH","MONROEVILLE","15146","PA","","","","","Not Reported","Allegheny","PA"
"788","PA5020029","NEVILLE TWP WATER DEPT","Y","PA","3","","","A","","CWS",NA,"SW","L","6750","State","SWP","Y","N","N","617","Y","NEVILLE TWP WATER DEPT","PITTSBURGH","15225","PA","","","","","Not Reported","Allegheny","PA"
"789","PA5020034","WESTERN ALLEGHENY COUNTY MUN A","Y","PA","3","","","A","","CWS",NA,"SW","L","19031","State","SWP","Y","N","N","6802","Y","WESTERN ALLEGHENY COUNTY MUN A","OAKDALE","15071","PA","","","","","Not Reported","Allegheny","PA"
"790","PA5020036","OAKMONT WATER AUTHORITY","Y","PA","3","","","A","","CWS",NA,"SW","L","40299","State","SW","Y","N","N","16779","Y","OAKMONT WATER AUTHORITY","OAKMONT","15139","PA","","","","","Not Reported","Allegheny","PA"
"791","PA5020038","PITTSBURGH WATER & SEWER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","520000","State","SW","Y","N","N","74030","Y","PITTSBURGH WATER & SEWER AUTH","PITTSBURGH","15222","PA","","","","","Not Reported","Allegheny","PA"
"792","PA5020039","PA AMER WATER CO-PITTSBURGH","Y","PA","3","","","A","","CWS",NA,"SW","P","686000","State","SW","Y","N","N","210964","Y","PA AMER WATER CO-PITTSBURGH","BETHEL PARK","15102","PA","","","","","Not Reported","Allegheny","PA"
"793","PA5020040","FOX CHAPEL AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","18500","State","SWP","Y","N","N","5488","Y","FOX CHAPEL AUTH","PITTSBURGH","15238","PA","","","","","Not Reported","Allegheny","PA"
"794","PA4070019","ROARING SPRING MUNI WATER AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","3182","State","GW","Y","N","N","1035","Y","ROARING SPRING MUNI WATER AUTH","ROARING SPRING","16673","PA","","","","","Not Reported","Blair","PA"
"795","PA1090145","BUCKINGHAM TWP BUCK VILLAGE","Y","PA","3","","","A","","CWS",NA,"GW","L","1050","State","GW","Y","N","N","125","Y","BUCKINGHAM TWP BUCK VILLAGE","BUCKINGHAM","18912","PA","","","","","Not Reported","Bucks","PA"
"796","PA1090147","AQUA PA PEDDLERS VIEW","Y","PA","3","","","A","","CWS",NA,"GW","P","600","State","GW","Y","N","N","214","Y","AQUA PA PEDDLERS VIEW","BRYN MAWR","19010","PA","","","","","Not Reported","Bucks","PA"
"797","PA1090148","PLUMSTEAD TWP PATRIOTS RIDGE","Y","PA","3","","","A","","CWS",NA,"GW","L","1704","State","GWP","Y","N","N","600","Y","PLUMSTEAD TWP PATRIOTS RIDGE","PLUMSTEADVILLE","18949","PA","","","","","Not Reported","Bucks","PA"
"799","PA1090150","MEADOWFARMS APTS","Y","PA","3","","","A","","CWS",NA,"GW","P","90","State","GW","Y","N","N","39","Y","MEADOWFARMS APTS","QUAKERTOWN,","18951","PA","","","","","Not Reported","Bucks","PA"
"804","PA4410156","JERSEY SHORE AREA JNT WAT AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","6600","State","SW","Y","N","N","2420","Y","JERSEY SHORE AREA JNT WAT AUTH","JERSEY SHORE","17740","PA","","","","","Not Reported","Lycoming","PA"
"812","PA4410160","HIDDEN VALLEY MOBILE HOME CT","Y","PA","3","","","A","","CWS",NA,"GW","P","60","State","GW","Y","N","N","20","Y","HIDDEN VALLEY MOBILE HOME CT","LINDEN","17744","PA","","","","","Not Reported","Lycoming","PA"
"813","PA4410161","MONTGOMERY BORO WATR&SEWR AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","2700","State","GW","Y","N","N","813","Y","MONTGOMERY BORO WATR&SEWR AUTH","MUNCY","17756","PA","","","","","Not Reported","Lycoming","PA"
"814","PA4410164","TIADAGHTON VIEW MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","175","State","GW","Y","N","N","43","Y","TIADAGHTON VIEW MHP","MORGANTOWN","19543","PA","","","","","Not Reported","Lycoming","PA"
"815","PA4410165","MUNCY BOROUGH WATER COMPANY","Y","PA","3","","","A","","CWS",NA,"GW","L","2900","State","GW","Y","N","N","1030","Y","MUNCY BOROUGH WATER COMPANY","MUNCY","17756","PA","","","","","Not Reported","Lycoming","PA"
